월,대여소번호,대여소명,대여구분,성별,연령대코드,이용건수,운동량,탄소량,이동거리,이용시간,연령구분
1,800,800. 목월공원 앞,0,1,4,2,176.71,1.38,5949.6,120,0
1,800,800. 목월공원 앞,1,0,0,2,120.28,1.08,4672.74,58,0
1,800,800. 목월공원 앞,2,0,1,6,535.0,4.34,18764.02,570,0
1,800,800. 목월공원 앞,2,0,2,14,1097.91,9.42,40631.75,379,1
1,800,800. 목월공원 앞,2,0,3,5,178.77,1.51,6497.15,140,1
1,800,800. 목월공원 앞,2,0,0,2,44.29,0.4,1720.82,119,0
1,800,800. 목월공원 앞,2,2,3,5,609.95,5.96,25690.59,247,1
1,800,800. 목월공원 앞,2,2,4,1,241.75,2.72,11740.0,96,0
1,800,800. 목월공원 앞,2,1,2,5,118.95,0.83,3624.63,47,1
1,800,800. 목월공원 앞,2,1,3,6,466.63,3.93,16909.32,216,1
1,800,800. 목월공원 앞,2,1,4,2,541.31,4.88,21030.0,234,0
1,800,800. 목월공원 앞,2,1,0,1,36.34,0.34,1480.0,8,0
1,800,800. 목월공원 앞,3,0,1,3,279.71,2.28,9810.13,325,0
1,800,800. 목월공원 앞,3,0,2,51,2756.15,19.33,83391.93,977,1
1,800,800. 목월공원 앞,3,0,3,44,4004.69,36.84,158755.03,1496,1
1,800,800. 목월공원 앞,3,0,4,12,1316.55,9.8,42235.54,315,0
1,800,800. 목월공원 앞,3,0,5,12,500.25,4.63,19949.02,417,0
1,800,800. 목월공원 앞,3,0,0,1,462.81,4.17,17980.0,89,0
1,800,800. 목월공원 앞,3,0,4,1,8.75,0.08,340.0,3,0
1,800,800. 목월공원 앞,3,2,2,27,975.35,10.57,45599.97,466,1
1,800,800. 목월공원 앞,3,2,3,19,661.75,7.08,30533.09,259,1
1,800,800. 목월공원 앞,3,2,4,7,70.24,0.64,2774.63,267,0
1,800,800. 목월공원 앞,3,2,5,30,1175.12,11.14,48029.05,443,0
1,800,800. 목월공원 앞,3,2,6,2,10.57,0.13,556.07,10,0
1,800,800. 목월공원 앞,3,2,0,13,52.85,0.49,2052.72,23,0
1,800,800. 목월공원 앞,3,1,1,2,14.47,0.15,630.0,15,0
1,800,800. 목월공원 앞,3,1,2,15,1196.86,10.05,43287.17,600,1
1,800,800. 목월공원 앞,3,1,3,88,4872.2,41.06,176912.12,2197,1
1,800,800. 목월공원 앞,3,1,4,14,572.6,4.7,20243.89,597,0
1,800,800. 목월공원 앞,3,1,5,3,424.6,3.32,14296.35,101,0
1,800,800. 목월공원 앞,3,1,6,10,1217.15,10.82,46629.73,462,0
1,800,800. 목월공원 앞,3,1,0,4,485.4,3.63,15653.18,86,0
1,802,802. 한강진역 2번 출구 앞,1,0,0,5,805.87,7.27,31307.92,242,0
1,802,802. 한강진역 2번 출구 앞,2,0,2,11,448.16,4.3,18597.06,384,1
1,802,802. 한강진역 2번 출구 앞,2,0,3,3,95.3,0.83,3595.42,36,1
1,802,802. 한강진역 2번 출구 앞,2,0,0,1,11.58,0.1,450.0,2,0
1,802,802. 한강진역 2번 출구 앞,2,0,2,3,245.09,2.24,9640.78,57,1
1,802,802. 한강진역 2번 출구 앞,2,0,3,1,15.21,0.11,492.34,4,1
1,802,802. 한강진역 2번 출구 앞,2,2,2,3,211.42,1.98,8539.12,80,1
1,802,802. 한강진역 2번 출구 앞,2,2,0,2,138.09,1.24,5364.73,55,0
1,802,802. 한강진역 2번 출구 앞,2,1,2,3,282.69,2.81,12103.85,89,1
1,802,802. 한강진역 2번 출구 앞,2,1,3,5,133.35,0.98,4213.88,90,1
1,802,802. 한강진역 2번 출구 앞,2,1,0,1,114.76,1.07,4600.0,110,0
1,802,802. 한강진역 2번 출구 앞,3,0,1,1,108.0,1.13,4870.0,31,0
1,802,802. 한강진역 2번 출구 앞,3,0,2,37,494.49,4.56,19526.58,523,1
1,802,802. 한강진역 2번 출구 앞,3,0,3,15,376.4,3.21,13791.27,77,1
1,802,802. 한강진역 2번 출구 앞,3,0,4,6,198.73,1.64,7026.52,73,0
1,802,802. 한강진역 2번 출구 앞,3,0,5,16,386.63,3.92,16821.83,125,0
1,802,802. 한강진역 2번 출구 앞,3,0,6,1,18.53,0.17,720.0,4,0
1,802,802. 한강진역 2번 출구 앞,3,0,7,5,133.96,1.2,5204.26,90,0
1,802,802. 한강진역 2번 출구 앞,3,0,0,1,18.28,0.16,710.0,2,0
1,802,802. 한강진역 2번 출구 앞,3,0,2,2,115.94,1.03,4435.68,23,1
1,802,802. 한강진역 2번 출구 앞,3,0,3,1,15.82,0.17,713.28,5,1
1,802,802. 한강진역 2번 출구 앞,3,0,4,1,12.92,0.12,509.92,2,0
1,802,802. 한강진역 2번 출구 앞,3,0,5,1,23.42,0.21,910.0,14,0
1,802,802. 한강진역 2번 출구 앞,3,2,2,19,203.45,2.24,9679.25,117,1
1,802,802. 한강진역 2번 출구 앞,3,2,3,10,96.43,1.0,4289.52,65,1
1,802,802. 한강진역 2번 출구 앞,3,2,4,2,139.3,1.54,6637.32,84,0
1,802,802. 한강진역 2번 출구 앞,3,2,5,5,640.94,6.25,26920.62,213,0
1,802,802. 한강진역 2번 출구 앞,3,2,0,1,58.03,0.68,2930.68,26,0
1,802,802. 한강진역 2번 출구 앞,3,1,2,23,1604.58,12.61,54333.31,358,1
1,802,802. 한강진역 2번 출구 앞,3,1,3,37,462.09,3.55,15185.67,153,1
1,802,802. 한강진역 2번 출구 앞,3,1,4,43,1121.6,8.75,37754.0,240,0
1,802,802. 한강진역 2번 출구 앞,3,1,5,34,640.41,5.25,22446.36,128,0
1,802,802. 한강진역 2번 출구 앞,3,1,6,2,85.38,0.77,3340.0,11,0
1,802,802. 한강진역 2번 출구 앞,3,1,7,2,126.64,1.03,4441.56,37,0
1,802,802. 한강진역 2번 출구 앞,3,1,0,14,184.49,1.54,6729.12,46,0
1,803,803. 한남초교 앞 보도육교,0,1,1,2,204.86,1.2,5173.13,114,0
1,803,803. 한남초교 앞 보도육교,1,0,0,3,268.88,2.42,10446.03,137,0
1,803,803. 한남초교 앞 보도육교,2,0,3,2,266.65,2.41,10373.91,54,1
1,803,803. 한남초교 앞 보도육교,2,2,2,3,165.85,1.51,6524.9,77,1
1,803,803. 한남초교 앞 보도육교,2,1,2,5,240.29,2.09,9018.63,68,1
1,803,803. 한남초교 앞 보도육교,3,0,2,6,389.21,3.65,15730.68,109,1
1,803,803. 한남초교 앞 보도육교,3,2,3,2,304.76,2.75,11840.0,150,1
1,803,803. 한남초교 앞 보도육교,3,2,5,4,420.64,4.11,17703.71,144,0
1,803,803. 한남초교 앞 보도육교,3,2,0,24,1524.29,11.18,48168.19,229,0
1,803,803. 한남초교 앞 보도육교,3,1,2,17,4050.11,28.19,121594.42,697,1
1,803,803. 한남초교 앞 보도육교,3,1,3,1,31.19,0.23,984.68,4,1
1,803,803. 한남초교 앞 보도육교,3,1,4,4,215.64,1.64,7061.8,96,0
1,803,803. 한남초교 앞 보도육교,3,1,6,1,97.81,0.88,3800.0,23,0
1,803,803. 한남초교 앞 보도육교,3,1,7,1,72.14,0.59,2530.15,22,0
1,803,803. 한남초교 앞 보도육교,3,1,0,1,105.71,0.65,2810.0,15,0
1,805,805. 문배어린이공원 앞,0,0,3,3,457.72,4.18,18060.0,141,1
1,805,805. 문배어린이공원 앞,2,0,2,10,237.18,2.27,9736.05,151,1
1,805,805. 문배어린이공원 앞,2,0,3,6,243.09,2.3,9930.0,113,1
1,805,805. 문배어린이공원 앞,2,0,4,1,333.59,2.71,11700.0,127,0
1,805,805. 문배어린이공원 앞,2,0,5,5,82.26,0.76,3284.6,40,0
1,805,805. 문배어린이공원 앞,2,0,3,2,14.93,0.13,580.0,13,1
1,805,805. 문배어린이공원 앞,2,2,2,3,80.86,0.73,3141.66,76,1
1,805,805. 문배어린이공원 앞,2,2,3,4,205.79,2.0,8610.54,83,1
1,805,805. 문배어린이공원 앞,2,2,0,5,126.84,1.19,5114.19,38,0
1,805,805. 문배어린이공원 앞,2,1,1,1,14.37,0.15,660.0,107,0
1,805,805. 문배어린이공원 앞,2,1,2,5,76.64,0.72,3076.16,41,1
1,805,805. 문배어린이공원 앞,2,1,3,9,738.01,5.97,25674.11,245,1
1,805,805. 문배어린이공원 앞,2,1,4,2,30.61,0.26,1104.32,50,0
1,805,805. 문배어린이공원 앞,2,1,5,2,31.66,0.29,1230.0,19,0
1,805,805. 문배어린이공원 앞,2,1,6,1,48.11,0.52,2249.92,14,0
1,805,805. 문배어린이공원 앞,2,1,0,4,552.89,4.98,21480.0,145,0
1,805,805. 문배어린이공원 앞,3,0,1,1,13.72,0.18,770.0,6,0
1,805,805. 문배어린이공원 앞,3,0,2,21,781.87,6.36,27366.28,489,1
1,805,805. 문배어린이공원 앞,3,0,3,30,672.29,6.57,28332.59,355,1
1,805,805. 문배어린이공원 앞,3,0,4,17,768.1,5.89,25363.29,264,0
1,805,805. 문배어린이공원 앞,3,0,5,8,345.81,3.31,14293.38,169,0
1,805,805. 문배어린이공원 앞,3,0,6,17,647.26,5.42,23350.03,1565,0
1,805,805. 문배어린이공원 앞,3,0,0,1,10.28,0.14,590.0,4,0
1,805,805. 문배어린이공원 앞,3,0,2,12,336.75,2.99,12891.96,252,1
1,805,805. 문배어린이공원 앞,3,0,3,2,51.39,0.46,1983.7,23,1
1,805,805. 문배어린이공원 앞,3,2,2,10,648.07,6.25,26970.0,216,1
1,805,805. 문배어린이공원 앞,3,2,3,22,975.61,10.34,44568.56,611,1
1,805,805. 문배어린이공원 앞,3,2,4,24,715.43,7.99,34411.22,469,0
1,805,805. 문배어린이공원 앞,3,2,5,6,126.11,1.29,5565.01,98,0
1,805,805. 문배어린이공원 앞,3,2,0,22,443.38,4.1,17673.17,289,0
1,805,805. 문배어린이공원 앞,3,1,1,4,636.98,5.09,21958.82,133,0
1,805,805. 문배어린이공원 앞,3,1,2,58,2718.19,19.65,84669.0,1828,1
1,805,805. 문배어린이공원 앞,3,1,3,34,961.33,7.59,32648.97,500,1
1,805,805. 문배어린이공원 앞,3,1,4,25,1299.87,10.02,43161.95,356,0
1,805,805. 문배어린이공원 앞,3,1,5,37,1247.92,10.2,43961.99,518,0
1,805,805. 문배어린이공원 앞,3,1,6,1,47.46,0.43,1843.89,10,0
1,805,805. 문배어린이공원 앞,3,1,0,3,63.66,0.46,1980.0,38,0
1,806,806. 전자랜드 본관 앞,1,0,0,3,172.81,1.56,6713.37,54,0
1,806,806. 전자랜드 본관 앞,2,0,2,10,430.82,3.59,15438.84,257,1
1,806,806. 전자랜드 본관 앞,2,0,3,3,227.52,1.8,7773.71,60,1
1,806,806. 전자랜드 본관 앞,2,0,5,1,287.97,2.11,9090.0,82,0
1,806,806. 전자랜드 본관 앞,2,0,0,1,10.46,0.09,406.45,4,0
1,806,806. 전자랜드 본관 앞,2,2,2,1,38.24,0.34,1485.47,15,1
1,806,806. 전자랜드 본관 앞,2,2,0,5,633.21,5.73,24722.01,142,0
1,806,806. 전자랜드 본관 앞,2,1,1,1,134.11,1.21,5210.0,62,0
1,806,806. 전자랜드 본관 앞,2,1,2,26,391.92,2.61,11211.37,141,1
1,806,806. 전자랜드 본관 앞,2,1,3,8,258.65,1.87,8072.34,84,1
1,806,806. 전자랜드 본관 앞,2,1,4,2,60.29,0.47,2030.0,16,0
1,806,806. 전자랜드 본관 앞,2,1,5,1,62.7,0.54,2328.34,13,0
1,806,806. 전자랜드 본관 앞,2,1,6,1,110.86,0.87,3732.75,25,0
1,806,806. 전자랜드 본관 앞,2,1,0,5,1008.38,7.33,31559.67,195,0
1,806,806. 전자랜드 본관 앞,3,0,2,13,891.73,8.68,37479.75,338,1
1,806,806. 전자랜드 본관 앞,3,0,3,58,2262.06,19.08,82277.0,802,1
1,806,806. 전자랜드 본관 앞,3,0,4,10,349.68,3.17,13608.98,119,0
1,806,806. 전자랜드 본관 앞,3,0,5,7,285.48,2.28,9819.49,73,0
1,806,806. 전자랜드 본관 앞,3,0,6,6,168.89,1.45,6271.28,134,0
1,806,806. 전자랜드 본관 앞,3,0,0,1,315.27,2.84,12248.27,79,0
1,806,806. 전자랜드 본관 앞,3,0,2,1,22.55,0.17,730.0,6,1
1,806,806. 전자랜드 본관 앞,3,2,2,4,224.09,2.81,12107.56,80,1
1,806,806. 전자랜드 본관 앞,3,2,3,18,483.3,4.4,19032.96,201,1
1,806,806. 전자랜드 본관 앞,3,2,4,8,170.35,1.61,6976.37,324,0
1,806,806. 전자랜드 본관 앞,3,2,5,6,409.27,4.08,17603.25,162,0
1,806,806. 전자랜드 본관 앞,3,2,6,1,19.02,0.15,667.17,5,0
1,806,806. 전자랜드 본관 앞,3,2,7,1,25.23,0.23,980.0,5,0
1,806,806. 전자랜드 본관 앞,3,1,2,50,1384.41,11.26,48527.17,601,1
1,806,806. 전자랜드 본관 앞,3,1,3,87,2529.83,19.58,84463.97,990,1
1,806,806. 전자랜드 본관 앞,3,1,4,15,782.49,5.67,24360.27,186,0
1,806,806. 전자랜드 본관 앞,3,1,5,10,432.27,2.84,12217.72,189,0
1,806,806. 전자랜드 본관 앞,3,1,6,23,3729.73,32.62,140511.1,1161,0
1,806,806. 전자랜드 본관 앞,3,1,0,8,268.62,1.74,7519.18,596,0
1,807,807. 서울역 12번 출구 앞,1,0,0,5,221.12,1.99,8590.85,129,0
1,807,807. 서울역 12번 출구 앞,2,0,2,8,1206.46,10.77,46477.75,315,1
1,807,807. 서울역 12번 출구 앞,2,0,3,1,41.18,0.37,1600.0,24,1
1,807,807. 서울역 12번 출구 앞,2,0,4,1,41.07,0.28,1220.0,8,0
1,807,807. 서울역 12번 출구 앞,2,0,6,3,125.92,1.23,5300.0,41,0
1,807,807. 서울역 12번 출구 앞,2,2,1,1,39.2,0.46,1980.0,32,0
1,807,807. 서울역 12번 출구 앞,2,2,2,7,635.6,6.05,26102.71,278,1
1,807,807. 서울역 12번 출구 앞,2,2,3,3,234.62,2.16,9327.54,72,1
1,807,807. 서울역 12번 출구 앞,2,2,4,1,44.38,0.47,2037.48,11,0
1,807,807. 서울역 12번 출구 앞,2,1,1,2,257.06,2.32,9986.67,91,0
1,807,807. 서울역 12번 출구 앞,2,1,2,8,1037.1,7.82,33707.86,331,1
1,807,807. 서울역 12번 출구 앞,2,1,3,4,125.34,0.88,3786.98,105,1
1,807,807. 서울역 12번 출구 앞,2,1,4,2,189.36,1.34,5770.8,54,0
1,807,807. 서울역 12번 출구 앞,2,1,5,2,176.38,1.22,5240.0,49,0
1,807,807. 서울역 12번 출구 앞,2,1,0,4,572.7,5.33,22968.21,209,0
1,807,807. 서울역 12번 출구 앞,3,0,2,50,1856.58,15.51,66802.11,711,1
1,807,807. 서울역 12번 출구 앞,3,0,3,30,2009.16,15.88,68404.62,497,1
1,807,807. 서울역 12번 출구 앞,3,0,4,7,342.13,2.77,11962.29,147,0
1,807,807. 서울역 12번 출구 앞,3,0,5,15,445.56,3.81,16480.36,202,0
1,807,807. 서울역 12번 출구 앞,3,0,6,1,74.86,0.46,1990.0,19,0
1,807,807. 서울역 12번 출구 앞,3,0,0,2,373.92,2.47,10660.0,77,0
1,807,807. 서울역 12번 출구 앞,3,0,2,5,77.63,0.77,3310.0,60,1
1,807,807. 서울역 12번 출구 앞,3,0,3,2,553.92,3.9,16790.36,119,1
1,807,807. 서울역 12번 출구 앞,3,0,4,12,976.97,6.97,30050.03,281,0
1,807,807. 서울역 12번 출구 앞,3,0,5,1,201.02,1.24,5343.36,46,0
1,807,807. 서울역 12번 출구 앞,3,2,2,21,895.42,8.02,34653.26,332,1
1,807,807. 서울역 12번 출구 앞,3,2,3,34,923.11,9.26,39999.28,381,1
1,807,807. 서울역 12번 출구 앞,3,2,4,18,1546.99,14.07,60596.75,384,0
1,807,807. 서울역 12번 출구 앞,3,2,5,3,342.61,3.08,13310.0,197,0
1,807,807. 서울역 12번 출구 앞,3,2,0,3,14.7,0.18,790.0,64,0
1,807,807. 서울역 12번 출구 앞,3,1,1,3,36.95,0.25,1097.66,51,0
1,807,807. 서울역 12번 출구 앞,3,1,2,37,1418.01,12.02,51722.46,432,1
1,807,807. 서울역 12번 출구 앞,3,1,3,33,2323.34,18.36,79191.32,701,1
1,807,807. 서울역 12번 출구 앞,3,1,4,33,1366.87,11.26,48561.57,927,0
1,807,807. 서울역 12번 출구 앞,3,1,5,11,605.86,5.12,22057.77,174,0
1,807,807. 서울역 12번 출구 앞,3,1,6,9,904.77,7.84,33793.95,333,0
1,807,807. 서울역 12번 출구 앞,3,1,7,10,144.21,1.31,5602.77,666,0
1,807,807. 서울역 12번 출구 앞,3,1,0,13,260.97,2.29,9941.69,94,0
1,808,808. 서빙고동 금호맨션 앞,0,1,1,4,5.39,0.04,170.0,42,0
1,808,808. 서빙고동 금호맨션 앞,1,0,0,7,465.03,4.19,18066.53,229,0
1,808,808. 서빙고동 금호맨션 앞,2,0,1,4,15.26,0.1,410.0,76,0
1,808,808. 서빙고동 금호맨션 앞,2,0,2,6,98.48,0.87,3745.26,157,1
1,808,808. 서빙고동 금호맨션 앞,2,0,3,7,234.08,2.73,11737.34,294,1
1,808,808. 서빙고동 금호맨션 앞,2,0,4,1,105.78,0.86,3710.0,24,0
1,808,808. 서빙고동 금호맨션 앞,2,0,5,1,160.97,1.08,4672.33,25,0
1,808,808. 서빙고동 금호맨션 앞,2,0,0,3,493.77,4.82,20781.52,261,0
1,808,808. 서빙고동 금호맨션 앞,2,0,3,1,18.3,0.2,871.78,4,1
1,808,808. 서빙고동 금호맨션 앞,2,2,1,4,180.17,1.66,7145.02,88,0
1,808,808. 서빙고동 금호맨션 앞,2,2,2,6,212.5,2.52,10835.21,137,1
1,808,808. 서빙고동 금호맨션 앞,2,2,3,7,380.38,4.3,18490.04,185,1
1,808,808. 서빙고동 금호맨션 앞,2,2,4,1,16.74,0.14,603.75,4,0
1,808,808. 서빙고동 금호맨션 앞,2,2,0,3,102.68,1.07,4610.14,56,0
1,808,808. 서빙고동 금호맨션 앞,2,1,1,3,160.26,1.41,6073.52,220,0
1,808,808. 서빙고동 금호맨션 앞,2,1,2,13,754.42,6.9,29738.59,298,1
1,808,808. 서빙고동 금호맨션 앞,2,1,3,2,400.69,3.45,14880.0,138,1
1,808,808. 서빙고동 금호맨션 앞,2,1,0,3,311.7,2.32,10000.0,166,0
1,808,808. 서빙고동 금호맨션 앞,3,0,2,8,350.82,3.2,13832.48,110,1
1,808,808. 서빙고동 금호맨션 앞,3,0,3,8,192.08,1.77,7590.0,62,1
1,808,808. 서빙고동 금호맨션 앞,3,0,4,6,430.7,2.6,11212.55,119,0
1,808,808. 서빙고동 금호맨션 앞,3,0,5,4,298.42,2.77,11950.0,65,0
1,808,808. 서빙고동 금호맨션 앞,3,0,0,1,26.37,0.26,1110.0,5,0
1,808,808. 서빙고동 금호맨션 앞,3,2,2,6,191.83,2.06,8867.07,70,1
1,808,808. 서빙고동 금호맨션 앞,3,2,3,6,200.69,2.4,10343.12,84,1
1,808,808. 서빙고동 금호맨션 앞,3,2,4,15,335.57,3.03,13037.4,187,0
1,808,808. 서빙고동 금호맨션 앞,3,2,0,2,240.89,2.26,9700.0,75,0
1,808,808. 서빙고동 금호맨션 앞,3,1,2,7,142.53,1.07,4608.87,66,1
1,808,808. 서빙고동 금호맨션 앞,3,1,3,17,954.7,8.23,35499.6,423,1
1,808,808. 서빙고동 금호맨션 앞,3,1,4,1,70.41,0.59,2540.0,13,0
1,808,808. 서빙고동 금호맨션 앞,3,1,6,5,123.03,0.97,4172.6,115,0
1,808,808. 서빙고동 금호맨션 앞,3,1,0,4,231.67,1.83,7916.21,45,0
1,809,809. 한남 유수지 복개주차장,0,0,3,4,251.23,2.27,9760.11,226,1
1,809,809. 한남 유수지 복개주차장,1,0,0,5,1441.63,13.0,56007.28,397,0
1,809,809. 한남 유수지 복개주차장,2,0,2,10,1429.88,11.9,51300.19,388,1
1,809,809. 한남 유수지 복개주차장,2,0,3,2,317.2,3.72,16020.0,141,1
1,809,809. 한남 유수지 복개주차장,2,0,4,5,381.3,2.68,11560.0,158,0
1,809,809. 한남 유수지 복개주차장,2,0,0,2,90.91,0.74,3230.11,87,0
1,809,809. 한남 유수지 복개주차장,2,2,2,9,1005.5,10.16,43786.65,422,1
1,809,809. 한남 유수지 복개주차장,2,2,3,2,29.89,0.33,1424.04,75,1
1,809,809. 한남 유수지 복개주차장,2,2,0,3,425.64,4.68,20211.61,131,0
1,809,809. 한남 유수지 복개주차장,2,1,1,3,117.27,1.11,4768.04,39,0
1,809,809. 한남 유수지 복개주차장,2,1,2,7,1111.06,9.71,41881.92,409,1
1,809,809. 한남 유수지 복개주차장,2,1,3,9,1718.03,14.36,61834.23,302,1
1,809,809. 한남 유수지 복개주차장,2,1,4,4,625.06,4.89,21079.88,117,0
1,809,809. 한남 유수지 복개주차장,2,1,5,2,731.59,5.55,23927.46,142,0
1,809,809. 한남 유수지 복개주차장,2,1,0,1,224.45,2.02,8720.0,83,0
1,809,809. 한남 유수지 복개주차장,3,0,2,43,4651.25,40.95,176525.77,1132,1
1,809,809. 한남 유수지 복개주차장,3,0,3,36,1521.84,14.72,63504.3,450,1
1,809,809. 한남 유수지 복개주차장,3,0,4,6,1068.32,9.05,38993.15,171,0
1,809,809. 한남 유수지 복개주차장,3,0,5,6,1070.14,7.82,33697.92,239,0
1,809,809. 한남 유수지 복개주차장,3,0,6,1,24.2,0.22,940.33,5,0
1,809,809. 한남 유수지 복개주차장,3,0,7,3,265.89,2.39,10330.0,81,0
1,809,809. 한남 유수지 복개주차장,3,0,2,7,54.86,5.35,23089.71,413,1
1,809,809. 한남 유수지 복개주차장,3,0,4,12,145.04,1.3,5634.19,59,0
1,809,809. 한남 유수지 복개주차장,3,0,5,1,42.83,0.37,1590.5,42,0
1,809,809. 한남 유수지 복개주차장,3,2,2,15,1006.34,9.92,42700.58,331,1
1,809,809. 한남 유수지 복개주차장,3,2,3,17,2638.37,26.21,112970.94,668,1
1,809,809. 한남 유수지 복개주차장,3,2,4,4,94.42,0.99,4264.83,81,0
1,809,809. 한남 유수지 복개주차장,3,2,5,8,1482.94,14.41,62122.86,468,0
1,809,809. 한남 유수지 복개주차장,3,2,0,3,649.88,6.68,28782.04,195,0
1,809,809. 한남 유수지 복개주차장,3,1,1,2,330.2,2.41,10422.84,109,0
1,809,809. 한남 유수지 복개주차장,3,1,2,5,125.59,1.25,5337.35,190,1
1,809,809. 한남 유수지 복개주차장,3,1,3,9,729.84,5.55,23886.69,262,1
1,809,809. 한남 유수지 복개주차장,3,1,4,32,2519.25,19.79,85239.16,560,0
1,809,809. 한남 유수지 복개주차장,3,1,5,16,2542.73,23.62,101877.09,799,0
1,809,809. 한남 유수지 복개주차장,3,1,6,4,212.85,1.89,8133.19,146,0
1,810,810. 이태원지하보도,0,1,1,1,40.56,0.35,1528.85,18,0
1,810,810. 이태원지하보도,1,0,0,12,1085.68,9.79,42179.01,561,0
1,810,810. 이태원지하보도,2,0,1,1,210.28,2.09,9000.0,65,0
1,810,810. 이태원지하보도,2,0,2,9,882.66,8.14,35025.18,420,1
1,810,810. 이태원지하보도,2,0,3,7,342.67,2.94,12677.58,163,1
1,810,810. 이태원지하보도,2,0,2,2,73.53,0.79,3401.03,20,1
1,810,810. 이태원지하보도,2,2,1,3,309.18,2.6,11180.0,142,0
1,810,810. 이태원지하보도,2,2,2,8,889.23,8.92,38442.32,284,1
1,810,810. 이태원지하보도,2,2,3,4,101.35,0.92,3943.78,41,1
1,810,810. 이태원지하보도,2,2,0,3,130.17,1.42,6136.08,56,0
1,810,810. 이태원지하보도,2,1,1,10,545.88,4.74,20430.0,393,0
1,810,810. 이태원지하보도,2,1,2,13,722.93,6.16,26539.97,269,1
1,810,810. 이태원지하보도,2,1,3,6,56.36,0.47,2000.0,151,1
1,810,810. 이태원지하보도,2,1,4,6,406.05,3.16,13565.72,199,0
1,810,810. 이태원지하보도,2,1,0,5,347.42,3.1,13415.37,101,0
1,810,810. 이태원지하보도,3,0,2,39,1097.03,8.59,37070.9,359,1
1,810,810. 이태원지하보도,3,0,3,22,1310.56,12.27,52823.25,794,1
1,810,810. 이태원지하보도,3,0,4,3,61.38,0.63,2718.67,28,0
1,810,810. 이태원지하보도,3,0,5,4,88.1,0.9,3870.0,49,0
1,810,810. 이태원지하보도,3,0,6,4,260.28,2.24,9640.38,53,0
1,810,810. 이태원지하보도,3,0,4,8,302.35,3.11,13415.66,93,0
1,810,810. 이태원지하보도,3,2,2,12,439.68,4.88,21097.31,174,1
1,810,810. 이태원지하보도,3,2,3,17,673.09,6.47,27805.73,342,1
1,810,810. 이태원지하보도,3,2,4,3,230.6,1.63,6996.75,97,0
1,810,810. 이태원지하보도,3,2,5,1,36.55,0.33,1420.0,7,0
1,810,810. 이태원지하보도,3,2,6,1,215.55,2.38,10270.0,102,0
1,810,810. 이태원지하보도,3,2,0,30,666.54,5.98,25800.75,347,0
1,810,810. 이태원지하보도,3,1,2,25,790.04,6.08,26234.52,213,1
1,810,810. 이태원지하보도,3,1,3,45,2370.48,19.81,85436.28,725,1
1,810,810. 이태원지하보도,3,1,4,8,1003.34,7.85,33834.4,307,0
1,810,810. 이태원지하보도,3,1,5,6,337.02,2.7,11653.08,95,0
1,810,810. 이태원지하보도,3,1,6,34,1257.97,12.5,53961.54,461,0
1,810,810. 이태원지하보도,3,1,0,7,359.04,2.76,11899.96,185,0
1,811,811. 녹사평역1번출구,0,1,2,2,58.28,0.52,2230.0,28,1
1,811,811. 녹사평역1번출구,0,1,3,2,99.0,0.81,3521.34,20,1
1,811,811. 녹사평역1번출구,1,0,0,4,175.78,1.58,6828.84,31,0
1,811,811. 녹사평역1번출구,2,0,2,10,303.06,2.42,10436.34,124,1
1,811,811. 녹사평역1번출구,2,0,3,4,117.55,1.0,4275.03,41,1
1,811,811. 녹사평역1번출구,2,0,5,1,109.78,0.8,3465.26,23,0
1,811,811. 녹사평역1번출구,2,0,2,3,129.81,1.19,5110.0,32,1
1,811,811. 녹사평역1번출구,2,2,2,9,459.69,3.87,16673.03,144,1
1,811,811. 녹사평역1번출구,2,2,4,2,30.19,0.28,1210.0,11,0
1,811,811. 녹사평역1번출구,2,2,0,2,78.72,0.71,3058.2,26,0
1,811,811. 녹사평역1번출구,2,1,1,2,53.06,0.48,2072.76,28,0
1,811,811. 녹사평역1번출구,2,1,2,10,400.06,3.75,16076.9,281,1
1,811,811. 녹사평역1번출구,2,1,3,10,465.73,4.47,19342.57,212,1
1,811,811. 녹사평역1번출구,2,1,5,3,21.21,0.2,850.0,73,0
1,811,811. 녹사평역1번출구,2,1,0,3,152.15,1.35,5813.91,46,0
1,811,811. 녹사평역1번출구,3,0,2,35,1180.47,10.1,43628.6,433,1
1,811,811. 녹사평역1번출구,3,0,3,48,1031.19,9.34,40469.64,386,1
1,811,811. 녹사평역1번출구,3,0,4,23,1275.56,12.66,54532.73,674,0
1,811,811. 녹사평역1번출구,3,0,5,7,245.19,2.19,9433.64,58,0
1,811,811. 녹사평역1번출구,3,0,6,4,320.53,2.88,12382.32,103,0
1,811,811. 녹사평역1번출구,3,0,0,1,19.48,0.19,820.0,2,0
1,811,811. 녹사평역1번출구,3,0,2,3,30.7,0.29,1270.88,16,1
1,811,811. 녹사평역1번출구,3,0,3,6,238.25,2.46,10628.49,89,1
1,811,811. 녹사평역1번출구,3,0,4,6,132.07,1.34,5750.17,69,0
1,811,811. 녹사평역1번출구,3,2,1,1,9.55,0.11,473.01,9,0
1,811,811. 녹사평역1번출구,3,2,2,11,379.32,3.54,15215.81,116,1
1,811,811. 녹사평역1번출구,3,2,3,27,708.74,6.58,28336.03,269,1
1,811,811. 녹사평역1번출구,3,2,4,4,338.75,3.33,14367.16,119,0
