월,대여소번호,대여소명,대여구분,성별,연령대코드,이용건수,운동량,탄소량,이동거리,이용시간,연령구분
2,848,848. 삼각지12번 출구,3,0,4,5,112.86,0.96,4134.36,52,0
2,848,848. 삼각지12번 출구,3,0,5,3,155.92,1.31,5630.8,61,0
2,848,848. 삼각지12번 출구,3,2,2,22,451.22,4.52,19524.23,180,1
2,848,848. 삼각지12번 출구,3,2,3,7,272.42,2.76,11873.76,127,1
2,848,848. 삼각지12번 출구,3,2,4,10,428.55,3.83,16542.36,147,0
2,848,848. 삼각지12번 출구,3,2,5,2,4.56,0.04,160.0,6,0
2,848,848. 삼각지12번 출구,3,2,0,4,146.19,1.39,5967.34,60,0
2,848,848. 삼각지12번 출구,3,1,2,14,738.47,6.39,27484.11,203,1
2,848,848. 삼각지12번 출구,3,1,3,19,488.81,3.9,16794.64,189,1
2,848,848. 삼각지12번 출구,3,1,4,16,1055.98,7.27,31288.43,296,0
2,848,848. 삼각지12번 출구,3,1,5,3,114.7,0.9,3855.35,42,0
2,848,848. 삼각지12번 출구,3,1,6,11,377.62,3.42,14670.89,336,0
2,848,848. 삼각지12번 출구,3,1,0,6,184.19,1.64,7073.98,54,0
2,849,849. 삼각지 자이아파트,1,0,0,1,67.98,0.61,2641.01,46,0
2,849,849. 삼각지 자이아파트,2,0,2,16,613.72,6.81,29371.02,322,1
2,849,849. 삼각지 자이아파트,2,0,3,7,117.06,1.05,4479.52,62,1
2,849,849. 삼각지 자이아파트,2,0,4,1,15.39,0.13,580.0,8,0
2,849,849. 삼각지 자이아파트,2,0,2,2,201.22,1.55,6697.82,39,1
2,849,849. 삼각지 자이아파트,2,0,3,1,22.99,0.27,1161.02,10,1
2,849,849. 삼각지 자이아파트,2,2,2,8,247.52,2.61,11218.02,194,1
2,849,849. 삼각지 자이아파트,2,2,3,5,530.18,4.76,20509.99,158,1
2,849,849. 삼각지 자이아파트,2,2,4,6,222.53,2.14,9222.04,60,0
2,849,849. 삼각지 자이아파트,2,2,5,1,25.9,0.25,1090.0,13,0
2,849,849. 삼각지 자이아파트,2,2,0,2,214.99,1.91,8244.63,53,0
2,849,849. 삼각지 자이아파트,2,1,2,10,395.11,3.74,16188.55,153,1
2,849,849. 삼각지 자이아파트,2,1,3,12,427.11,3.52,15119.8,277,1
2,849,849. 삼각지 자이아파트,2,1,4,1,30.6,0.26,1120.0,13,0
2,849,849. 삼각지 자이아파트,2,1,0,4,150.38,1.25,5376.05,58,0
2,849,849. 삼각지 자이아파트,3,0,2,61,3112.49,25.61,110332.16,1691,1
2,849,849. 삼각지 자이아파트,3,0,3,47,2655.72,22.59,97377.8,916,1
2,849,849. 삼각지 자이아파트,3,0,4,8,129.85,1.09,4701.68,74,0
2,849,849. 삼각지 자이아파트,3,0,5,4,114.9,0.99,4250.0,33,0
2,849,849. 삼각지 자이아파트,3,0,0,6,159.09,1.67,7214.41,93,0
2,849,849. 삼각지 자이아파트,3,0,2,23,880.12,7.79,33651.12,289,1
2,849,849. 삼각지 자이아파트,3,0,3,7,639.3,6.76,29146.16,274,1
2,849,849. 삼각지 자이아파트,3,0,4,4,224.01,1.68,7252.43,92,0
2,849,849. 삼각지 자이아파트,3,2,2,16,764.14,7.35,31757.09,414,1
2,849,849. 삼각지 자이아파트,3,2,3,50,1736.84,17.66,76170.73,944,1
2,849,849. 삼각지 자이아파트,3,2,4,7,286.24,2.26,9775.99,241,0
2,849,849. 삼각지 자이아파트,3,2,5,1,17.14,0.19,801.46,6,0
2,849,849. 삼각지 자이아파트,3,2,6,1,15.68,0.13,550.0,13,0
2,849,849. 삼각지 자이아파트,3,2,0,9,194.85,2.19,9474.38,130,0
2,849,849. 삼각지 자이아파트,3,1,2,25,2296.81,19.83,85400.78,597,1
2,849,849. 삼각지 자이아파트,3,1,3,84,2287.03,17.74,76413.99,993,1
2,849,849. 삼각지 자이아파트,3,1,4,17,1512.02,10.68,46024.74,349,0
2,849,849. 삼각지 자이아파트,3,1,5,13,1105.9,8.81,37969.24,342,0
2,849,849. 삼각지 자이아파트,3,1,0,14,806.28,5.46,23542.09,354,0
2,850,850. KCC용산월츠타워 ,1,0,0,1,75.1,0.68,2917.7,21,0
2,850,850. KCC용산월츠타워 ,2,0,2,11,352.42,3.3,14239.24,208,1
2,850,850. KCC용산월츠타워 ,2,0,3,1,53.02,0.48,2060.0,21,1
2,850,850. KCC용산월츠타워 ,2,0,2,4,250.74,2.33,10050.73,92,1
2,850,850. KCC용산월츠타워 ,2,2,2,7,406.96,4.29,18532.87,238,1
2,850,850. KCC용산월츠타워 ,2,2,3,2,360.27,4.14,17864.78,119,1
2,850,850. KCC용산월츠타워 ,2,2,5,1,21.46,0.17,722.42,6,0
2,850,850. KCC용산월츠타워 ,2,2,0,1,24.94,0.31,1340.18,23,0
2,850,850. KCC용산월츠타워 ,2,1,1,4,125.83,1.64,7061.4,59,0
2,850,850. KCC용산월츠타워 ,2,1,2,4,108.62,0.84,3579.74,77,1
2,850,850. KCC용산월츠타워 ,2,1,3,8,723.59,5.6,24131.64,195,1
2,850,850. KCC용산월츠타워 ,2,1,6,1,113.28,0.82,3531.55,50,0
2,850,850. KCC용산월츠타워 ,3,0,2,16,476.61,3.43,14807.03,211,1
2,850,850. KCC용산월츠타워 ,3,0,3,11,526.67,4.63,19928.04,281,1
2,850,850. KCC용산월츠타워 ,3,0,4,7,504.81,4.24,18274.44,279,0
2,850,850. KCC용산월츠타워 ,3,0,5,3,72.87,0.66,2831.15,17,0
2,850,850. KCC용산월츠타워 ,3,0,6,2,107.92,0.92,3959.39,49,0
2,850,850. KCC용산월츠타워 ,3,0,2,8,122.85,1.44,6204.54,53,1
2,850,850. KCC용산월츠타워 ,3,0,4,2,109.08,0.69,2994.06,21,0
2,850,850. KCC용산월츠타워 ,3,2,2,8,345.52,3.15,13571.64,161,1
2,850,850. KCC용산월츠타워 ,3,2,3,8,280.41,2.89,12420.0,141,1
2,850,850. KCC용산월츠타워 ,3,2,4,24,433.57,3.93,16897.8,543,0
2,850,850. KCC용산월츠타워 ,3,2,5,6,621.4,5.62,24261.42,147,0
2,850,850. KCC용산월츠타워 ,3,2,0,3,158.47,1.75,7517.5,94,0
2,850,850. KCC용산월츠타워 ,3,1,1,2,77.46,1.01,4347.04,36,0
2,850,850. KCC용산월츠타워 ,3,1,2,27,1143.78,9.0,38715.81,652,1
2,850,850. KCC용산월츠타워 ,3,1,3,57,1852.13,15.18,65398.91,832,1
2,850,850. KCC용산월츠타워 ,3,1,4,8,863.44,6.24,26887.95,239,0
2,850,850. KCC용산월츠타워 ,3,1,5,21,2789.04,20.95,90329.84,975,0
2,850,850. KCC용산월츠타워 ,3,1,6,2,586.46,5.13,22104.0,120,0
2,850,850. KCC용산월츠타워 ,3,1,0,1,11.04,0.09,398.15,5,0
2,851,851.효창 푸르지오 앞,0,0,4,2,178.02,1.3,5619.24,100,0
2,851,851.효창 푸르지오 앞,2,0,2,4,87.33,0.8,3430.0,42,1
2,851,851.효창 푸르지오 앞,2,0,3,1,83.23,0.79,3390.0,27,1
2,851,851.효창 푸르지오 앞,2,0,5,2,80.23,0.72,3116.84,163,0
2,851,851.효창 푸르지오 앞,2,1,1,1,25.35,0.28,1185.6,9,0
2,851,851.효창 푸르지오 앞,2,1,2,4,731.96,5.71,24601.86,170,1
2,851,851.효창 푸르지오 앞,2,1,3,3,184.4,1.42,6130.65,58,1
2,851,851.효창 푸르지오 앞,2,1,0,2,37.03,0.31,1335.84,23,0
2,851,851.효창 푸르지오 앞,3,0,1,1,28.42,0.23,970.0,9,0
2,851,851.효창 푸르지오 앞,3,0,2,19,334.76,3.17,13647.09,131,1
2,851,851.효창 푸르지오 앞,3,0,3,9,233.38,2.54,10937.4,193,1
2,851,851.효창 푸르지오 앞,3,0,4,11,676.44,6.01,25819.25,397,0
2,851,851.효창 푸르지오 앞,3,0,5,5,103.92,1.06,4573.29,116,0
2,851,851.효창 푸르지오 앞,3,0,0,1,298.54,1.86,8020.0,52,0
2,851,851.효창 푸르지오 앞,3,2,1,1,58.91,0.61,2610.0,25,0
2,851,851.효창 푸르지오 앞,3,2,2,11,626.49,7.42,31983.54,292,1
2,851,851.효창 푸르지오 앞,3,2,3,4,78.17,0.87,3766.61,46,1
2,851,851.효창 푸르지오 앞,3,2,4,10,326.14,3.73,16149.03,165,0
2,851,851.효창 푸르지오 앞,3,2,5,5,45.78,0.49,2101.96,25,0
2,851,851.효창 푸르지오 앞,3,2,6,14,236.52,1.96,8452.7,196,0
2,851,851.효창 푸르지오 앞,3,2,0,2,98.38,0.88,3821.77,120,0
2,851,851.효창 푸르지오 앞,3,1,2,12,1280.1,10.07,43379.93,684,1
2,851,851.효창 푸르지오 앞,3,1,3,15,1787.51,15.13,65150.27,507,1
2,851,851.효창 푸르지오 앞,3,1,4,9,443.04,3.25,14017.91,204,0
2,851,851.효창 푸르지오 앞,3,1,5,11,618.22,5.3,22843.18,165,0
2,851,851.효창 푸르지오 앞,3,1,6,1,44.53,0.4,1730.0,12,0
2,851,851.효창 푸르지오 앞,3,1,0,2,41.9,0.34,1472.04,27,0
2,852,852.청암자이APT(103동),0,0,1,2,248.95,2.24,9671.89,93,0
2,852,852.청암자이APT(103동),1,0,0,4,646.82,5.83,25128.63,237,0
2,852,852.청암자이APT(103동),2,0,2,8,949.43,9.37,40384.98,533,1
2,852,852.청암자이APT(103동),2,0,3,2,356.16,3.87,16718.61,117,1
2,852,852.청암자이APT(103동),2,0,4,1,147.89,1.2,5187.02,34,0
2,852,852.청암자이APT(103동),2,0,5,2,414.77,3.29,14180.0,109,0
2,852,852.청암자이APT(103동),2,0,0,1,310.78,3.03,13080.0,111,0
2,852,852.청암자이APT(103동),2,0,2,2,414.34,3.14,13554.48,75,1
2,852,852.청암자이APT(103동),2,2,1,4,546.32,5.64,24330.02,217,0
2,852,852.청암자이APT(103동),2,2,2,14,881.99,8.09,34824.39,348,1
2,852,852.청암자이APT(103동),2,2,3,5,443.1,4.82,20815.07,240,1
2,852,852.청암자이APT(103동),2,2,4,2,242.57,2.53,10891.23,141,0
2,852,852.청암자이APT(103동),2,2,0,1,19.99,0.23,990.0,8,0
2,852,852.청암자이APT(103동),2,1,1,3,941.6,8.15,35163.25,235,0
2,852,852.청암자이APT(103동),2,1,2,1,39.94,0.29,1260.77,15,1
2,852,852.청암자이APT(103동),2,1,3,7,2103.05,16.81,72454.57,518,1
2,852,852.청암자이APT(103동),2,1,4,4,322.97,2.8,12032.84,263,0
2,852,852.청암자이APT(103동),2,1,6,1,99.28,1.04,4476.94,39,0
2,852,852.청암자이APT(103동),2,1,0,2,1379.23,7.93,34146.23,177,0
2,852,852.청암자이APT(103동),3,0,1,20,249.11,2.94,12581.52,159,0
2,852,852.청암자이APT(103동),3,0,2,7,621.59,5.56,23975.13,189,1
2,852,852.청암자이APT(103동),3,0,3,10,1054.84,9.91,42723.69,376,1
2,852,852.청암자이APT(103동),3,0,4,8,514.02,3.98,17147.1,90,0
2,852,852.청암자이APT(103동),3,0,5,15,2033.08,16.61,71626.51,638,0
2,852,852.청암자이APT(103동),3,0,6,2,76.6,0.63,2718.41,18,0
2,852,852.청암자이APT(103동),3,0,2,2,111.73,1.0,4340.57,82,1
2,852,852.청암자이APT(103동),3,0,3,1,129.63,0.86,3720.0,23,1
2,852,852.청암자이APT(103동),3,0,4,2,122.82,0.89,3836.78,25,0
2,852,852.청암자이APT(103동),3,2,2,12,870.55,9.02,38924.07,329,1
2,852,852.청암자이APT(103동),3,2,3,13,1350.71,13.1,56477.72,443,1
2,852,852.청암자이APT(103동),3,2,4,12,399.71,3.82,16438.72,176,0
2,852,852.청암자이APT(103동),3,2,5,17,1025.33,10.05,43386.83,360,0
2,852,852.청암자이APT(103동),3,2,6,7,2694.0,27.21,117293.8,815,0
2,852,852.청암자이APT(103동),3,2,0,13,1584.77,14.27,61443.01,452,0
2,852,852.청암자이APT(103동),3,1,1,1,381.7,3.44,14829.03,98,0
2,852,852.청암자이APT(103동),3,1,2,16,531.1,4.67,20119.88,178,1
2,852,852.청암자이APT(103동),3,1,3,27,1900.62,16.48,71046.37,429,1
2,852,852.청암자이APT(103동),3,1,4,23,1506.0,12.14,52272.95,487,0
2,852,852.청암자이APT(103동),3,1,5,8,360.03,2.88,12407.9,149,0
2,852,852.청암자이APT(103동),3,1,6,3,563.54,5.15,22200.84,140,0
2,852,852.청암자이APT(103동),3,1,0,10,632.32,4.46,19221.43,155,0
2,853,853.용산역 맞은편,0,0,3,3,270.49,2.88,12419.1,97,1
2,853,853.용산역 맞은편,0,0,2,3,76.29,0.8,3440.03,41,1
2,853,853.용산역 맞은편,0,2,1,1,104.91,0.95,4075.83,35,0
2,853,853.용산역 맞은편,0,2,2,2,24.38,0.33,1431.56,32,1
2,853,853.용산역 맞은편,0,1,1,9,1438.57,13.79,59410.19,476,0
2,853,853.용산역 맞은편,0,1,3,2,82.59,0.63,2708.43,135,1
2,853,853.용산역 맞은편,0,1,4,2,409.37,3.0,12921.84,96,0
2,853,853.용산역 맞은편,1,0,0,10,783.17,7.07,30425.78,332,0
2,853,853.용산역 맞은편,2,0,1,7,405.97,3.53,15234.51,164,0
2,853,853.용산역 맞은편,2,0,2,70,6104.29,54.51,234800.54,2090,1
2,853,853.용산역 맞은편,2,0,3,10,1073.19,7.98,34381.4,348,1
2,853,853.용산역 맞은편,2,0,4,5,399.29,3.43,14771.62,120,0
2,853,853.용산역 맞은편,2,0,5,3,176.56,1.61,6950.0,82,0
2,853,853.용산역 맞은편,2,0,0,4,490.05,4.54,19568.45,211,0
2,853,853.용산역 맞은편,2,0,2,5,34.55,0.37,1620.54,61,1
2,853,853.용산역 맞은편,2,0,3,1,41.1,0.48,2075.71,21,1
2,853,853.용산역 맞은편,2,0,4,1,34.75,0.31,1350.0,11,0
2,853,853.용산역 맞은편,2,2,1,6,567.07,5.4,23310.0,225,0
2,853,853.용산역 맞은편,2,2,2,41,2863.45,29.22,126039.18,1034,1
2,853,853.용산역 맞은편,2,2,3,5,946.1,10.68,46007.65,335,1
2,853,853.용산역 맞은편,2,2,4,1,34.68,0.35,1510.0,13,0
2,853,853.용산역 맞은편,2,2,5,1,38.25,0.37,1610.0,13,0
2,853,853.용산역 맞은편,2,2,0,11,607.83,6.07,26208.72,285,0
2,853,853.용산역 맞은편,2,1,1,16,1045.5,8.53,36766.11,382,0
2,853,853.용산역 맞은편,2,1,2,35,3825.38,31.5,135812.39,1042,1
2,853,853.용산역 맞은편,2,1,3,25,1483.11,10.83,46604.71,491,1
2,853,853.용산역 맞은편,2,1,4,5,249.22,1.66,7117.17,63,0
2,853,853.용산역 맞은편,2,1,5,2,28.48,0.27,1160.0,34,0
2,853,853.용산역 맞은편,2,1,0,24,1423.29,12.2,52665.97,589,0
2,853,853.용산역 맞은편,3,0,2,126,5557.29,50.71,218743.19,2192,1
2,853,853.용산역 맞은편,3,0,3,108,5707.64,49.42,212975.73,2100,1
2,853,853.용산역 맞은편,3,0,4,35,2979.32,23.03,99358.07,1182,0
2,853,853.용산역 맞은편,3,0,5,24,1708.58,14.49,62535.15,617,0
2,853,853.용산역 맞은편,3,0,6,9,275.85,2.3,9888.81,85,0
2,853,853.용산역 맞은편,3,0,7,2,33.68,0.31,1350.0,21,0
2,853,853.용산역 맞은편,3,0,0,16,708.28,6.46,27851.69,385,0
2,853,853.용산역 맞은편,3,0,2,18,1254.56,11.4,49146.78,842,1
2,853,853.용산역 맞은편,3,0,3,10,1032.22,7.84,33824.03,344,1
2,853,853.용산역 맞은편,3,0,4,2,77.07,0.62,2650.0,18,0
2,853,853.용산역 맞은편,3,0,5,8,315.15,2.21,9501.5,112,0
2,853,853.용산역 맞은편,3,2,1,3,298.16,2.55,10981.23,175,0
2,853,853.용산역 맞은편,3,2,2,87,3546.03,35.75,154099.46,1316,1
2,853,853.용산역 맞은편,3,2,3,89,3811.25,37.01,159585.87,2059,1
2,853,853.용산역 맞은편,3,2,4,31,2543.53,24.17,104113.1,729,0
2,853,853.용산역 맞은편,3,2,5,19,1062.46,10.42,44960.05,452,0
2,853,853.용산역 맞은편,3,2,6,3,403.57,3.86,16677.83,237,0
2,853,853.용산역 맞은편,3,2,7,1,39.82,0.32,1396.78,12,0
2,853,853.용산역 맞은편,3,2,0,11,585.67,6.05,26072.63,302,0
2,853,853.용산역 맞은편,3,1,1,3,318.21,2.0,8627.37,65,0
2,853,853.용산역 맞은편,3,1,2,96,5976.01,49.1,211632.0,1943,1
2,853,853.용산역 맞은편,3,1,3,122,8300.98,66.23,285413.41,2536,1
2,853,853.용산역 맞은편,3,1,4,84,5879.09,45.69,196964.51,2300,0
2,853,853.용산역 맞은편,3,1,5,20,1248.77,10.11,43503.13,536,0
2,853,853.용산역 맞은편,3,1,6,33,1541.62,13.69,59016.5,604,0
2,853,853.용산역 맞은편,3,1,7,5,519.0,4.52,19477.51,133,0
2,853,853.용산역 맞은편,3,1,0,37,2255.85,18.31,78863.89,707,0
2,854,854.HID 유족동지회 앞,0,1,0,2,51.66,0.47,2006.81,56,0
2,854,854.HID 유족동지회 앞,1,0,0,2,122.6,1.11,4762.9,42,0
2,854,854.HID 유족동지회 앞,2,0,2,5,323.78,2.93,12604.68,179,1
2,854,854.HID 유족동지회 앞,2,0,3,1,104.89,0.82,3531.52,24,1
2,854,854.HID 유족동지회 앞,2,2,2,6,161.17,1.69,7241.23,64,1
2,854,854.HID 유족동지회 앞,2,2,3,2,97.76,0.88,3798.0,29,1
2,854,854.HID 유족동지회 앞,2,1,1,5,404.38,3.59,15457.59,124,0
2,854,854.HID 유족동지회 앞,2,1,2,2,237.84,2.14,9240.0,101,1
2,854,854.HID 유족동지회 앞,2,1,4,1,313.08,2.74,11800.0,87,0
2,854,854.HID 유족동지회 앞,3,0,2,10,1518.83,14.43,62201.98,460,1
2,854,854.HID 유족동지회 앞,3,0,3,1,87.26,0.79,3390.0,22,1
2,854,854.HID 유족동지회 앞,3,0,0,2,68.92,0.59,2510.0,13,0
2,854,854.HID 유족동지회 앞,3,2,2,2,50.61,0.46,1966.02,63,1
2,854,854.HID 유족동지회 앞,3,2,3,1,9.95,0.11,483.19,4,1
2,854,854.HID 유족동지회 앞,3,1,2,1,39.38,0.35,1530.0,67,1
2,854,854.HID 유족동지회 앞,3,1,3,3,63.17,0.43,1843.62,106,1
2,854,854.HID 유족동지회 앞,3,1,4,3,175.91,1.53,6573.4,37,0
2,854,854.HID 유족동지회 앞,3,1,5,3,12.55,0.11,487.5,9,0
2,854,854.HID 유족동지회 앞,3,1,6,1,340.06,2.52,10870.0,70,0
2,854,854.HID 유족동지회 앞,3,1,0,4,326.25,2.59,11205.07,296,0
2,855,855.이촌역5번출구 앞,1,0,0,8,1059.55,9.55,41164.29,428,0
2,855,855.이촌역5번출구 앞,2,0,2,7,818.63,7.82,33742.34,286,1
2,855,855.이촌역5번출구 앞,2,0,3,1,251.51,1.84,7939.15,96,1
2,855,855.이촌역5번출구 앞,2,0,5,3,90.73,0.81,3524.93,49,0
2,855,855.이촌역5번출구 앞,2,0,2,1,188.99,2.09,9004.72,85,1
2,855,855.이촌역5번출구 앞,2,2,2,6,578.84,5.33,22982.07,258,1
2,855,855.이촌역5번출구 앞,2,1,1,1,581.49,5.41,23308.11,121,0
2,855,855.이촌역5번출구 앞,2,1,2,6,823.92,7.35,31646.13,390,1
2,855,855.이촌역5번출구 앞,2,1,4,1,187.04,1.34,5760.0,42,0
2,855,855.이촌역5번출구 앞,3,0,2,2,40.64,0.36,1541.94,11,1
2,855,855.이촌역5번출구 앞,3,0,3,2,27.28,0.23,998.34,86,1
2,855,855.이촌역5번출구 앞,3,0,4,1,12.36,0.11,480.0,4,0
2,855,855.이촌역5번출구 앞,3,0,5,1,133.02,1.15,4940.0,28,0
2,855,855.이촌역5번출구 앞,3,0,0,1,25.22,0.25,1061.44,5,0
2,855,855.이촌역5번출구 앞,3,0,2,1,53.8,0.46,1968.84,12,1
2,855,855.이촌역5번출구 앞,3,2,2,2,113.43,1.37,5930.0,39,1
2,855,855.이촌역5번출구 앞,3,2,3,1,36.23,0.42,1830.0,14,1
2,855,855.이촌역5번출구 앞,3,2,5,1,15.38,0.12,517.69,92,0
2,855,855.이촌역5번출구 앞,3,1,2,1,78.48,0.69,2957.98,38,1
2,855,855.이촌역5번출구 앞,3,1,3,16,1934.41,14.29,61599.35,664,1
2,855,855.이촌역5번출구 앞,3,1,4,7,114.66,0.79,3420.0,156,0
2,855,855.이촌역5번출구 앞,3,1,5,1,96.19,0.81,3470.0,19,0
2,855,855.이촌역5번출구 앞,3,1,0,1,300.85,2.26,9740.0,64,0
2,857,857. 현대 안성타워,2,0,2,13,769.83,7.5,32374.98,434,1
2,857,857. 현대 안성타워,2,0,3,4,345.81,2.58,11103.45,105,1
2,857,857. 현대 안성타워,2,0,5,1,18.21,0.2,867.45,5,0
2,857,857. 현대 안성타워,2,2,1,2,247.9,2.62,11287.81,90,0
2,857,857. 현대 안성타워,2,2,2,4,317.31,2.86,12333.5,116,1
2,857,857. 현대 안성타워,2,2,3,6,162.11,1.46,6298.07,89,1
2,857,857. 현대 안성타워,2,2,4,2,131.58,1.43,6165.81,39,0
2,857,857. 현대 안성타워,2,2,5,1,38.98,0.47,2008.66,11,0
2,857,857. 현대 안성타워,2,2,6,1,3.98,0.03,150.0,2,0
2,857,857. 현대 안성타워,2,1,2,6,349.48,3.05,13148.0,165,1
2,857,857. 현대 안성타워,2,1,3,7,211.66,1.52,6573.73,54,1
2,857,857. 현대 안성타워,2,1,0,2,128.81,0.93,4000.0,63,0
2,857,857. 현대 안성타워,3,0,2,9,687.19,6.59,28371.81,331,1
2,857,857. 현대 안성타워,3,0,3,9,746.48,6.34,27365.75,188,1
2,857,857. 현대 안성타워,3,0,4,21,2039.49,23.37,100716.36,656,0
2,857,857. 현대 안성타워,3,0,5,7,269.8,2.86,12343.19,102,0
2,857,857. 현대 안성타워,3,0,0,8,270.53,2.56,11018.51,281,0
2,857,857. 현대 안성타워,3,2,2,8,161.72,1.69,7246.93,82,1
2,857,857. 현대 안성타워,3,2,3,13,356.27,3.59,15488.0,174,1
2,857,857. 현대 안성타워,3,2,4,6,350.14,3.62,15586.23,78,0
2,857,857. 현대 안성타워,3,2,0,1,73.83,0.87,3728.78,33,0
2,857,857. 현대 안성타워,3,1,2,15,477.08,4.09,17592.0,176,1
2,857,857. 현대 안성타워,3,1,3,38,1902.16,15.62,67310.61,598,1
2,857,857. 현대 안성타워,3,1,4,7,535.88,3.94,17022.27,164,0
2,857,857. 현대 안성타워,3,1,5,5,542.63,4.07,17559.31,121,0
2,857,857. 현대 안성타워,3,1,6,1,44.02,0.4,1710.0,23,0
2,858,858.녹사평역3번 출구,0,1,1,3,426.29,3.68,15830.53,112,0
2,858,858.녹사평역3번 출구,1,0,0,1,48.13,0.43,1870.0,10,0
2,858,858.녹사평역3번 출구,2,0,1,2,60.19,0.55,2338.11,10,0
2,858,858.녹사평역3번 출구,2,0,2,6,250.92,2.2,9525.16,77,1
2,858,858.녹사평역3번 출구,2,0,3,4,552.29,3.67,15830.0,72,1
2,858,858.녹사평역3번 출구,2,0,3,1,19.15,0.17,744.01,21,1
2,858,858.녹사평역3번 출구,2,2,2,3,105.3,1.1,4722.33,48,1
2,858,858.녹사평역3번 출구,2,2,4,4,198.44,2.16,9313.1,89,0
2,858,858.녹사평역3번 출구,2,2,0,2,116.61,1.22,5258.87,50,0
2,858,858.녹사평역3번 출구,2,1,1,1,300.5,3.04,13083.23,56,0
2,858,858.녹사평역3번 출구,2,1,2,8,520.12,3.79,16322.69,200,1
2,858,858.녹사평역3번 출구,2,1,3,3,119.58,1.06,4523.19,26,1
2,858,858.녹사평역3번 출구,2,1,5,1,39.48,0.31,1347.18,56,0
2,858,858.녹사평역3번 출구,2,1,0,1,119.18,1.07,4630.0,26,0
2,858,858.녹사평역3번 출구,3,0,2,37,618.95,5.5,23689.68,226,1
2,858,858.녹사평역3번 출구,3,0,3,13,394.75,3.64,15615.47,204,1
2,858,858.녹사평역3번 출구,3,0,4,1,83.29,0.55,2390.0,7,0
2,858,858.녹사평역3번 출구,3,0,5,3,28.93,0.27,1156.35,18,0
2,858,858.녹사평역3번 출구,3,0,2,2,171.34,1.63,7018.2,50,1
2,858,858.녹사평역3번 출구,3,0,4,1,15.98,0.14,611.24,4,0
2,858,858.녹사평역3번 출구,3,0,5,4,204.8,1.82,7835.74,38,0
2,858,858.녹사평역3번 출구,3,2,2,8,701.61,7.54,32453.8,197,1
2,858,858.녹사평역3번 출구,3,2,3,2,67.76,0.61,2659.45,14,1
2,858,858.녹사평역3번 출구,3,2,4,1,27.54,0.26,1140.0,8,0
2,858,858.녹사평역3번 출구,3,2,5,1,78.88,0.86,3688.72,35,0
2,858,858.녹사평역3번 출구,3,2,0,1,455.5,5.13,22120.0,150,0
2,858,858.녹사평역3번 출구,3,1,1,1,62.81,0.48,2060.0,18,0
2,858,858.녹사평역3번 출구,3,1,2,10,717.2,5.01,21614.59,218,1
2,858,858.녹사평역3번 출구,3,1,3,15,831.91,6.4,27516.26,197,1
2,858,858.녹사평역3번 출구,3,1,4,5,125.56,1.41,6063.27,98,0
2,858,858.녹사평역3번 출구,3,1,5,5,544.41,4.52,19451.1,180,0
2,858,858.녹사평역3번 출구,3,1,6,1,19.8,0.18,793.58,3,0
2,858,858.녹사평역3번 출구,3,1,7,2,8.09,0.07,283.83,54,0
2,858,858.녹사평역3번 출구,3,1,0,1,39.63,0.32,1390.0,10,0
2,859,859.남산공원 야외식물원 앞,1,0,0,2,64.37,0.58,2501.07,28,0
2,859,859.남산공원 야외식물원 앞,2,2,1,1,5.62,0.07,283.82,5,0
2,859,859.남산공원 야외식물원 앞,2,2,2,2,134.09,1.48,6378.67,60,1
2,859,859.남산공원 야외식물원 앞,3,0,2,3,308.13,2.55,10981.8,61,1
2,859,859.남산공원 야외식물원 앞,3,0,3,5,505.88,4.87,21054.53,202,1
2,859,859.남산공원 야외식물원 앞,3,0,4,1,51.02,0.54,2342.45,16,0
2,859,859.남산공원 야외식물원 앞,3,0,5,1,27.44,0.23,990.0,5,0
2,859,859.남산공원 야외식물원 앞,3,0,6,1,30.93,0.33,1420.0,9,0
2,859,859.남산공원 야외식물원 앞,3,0,2,1,58.37,0.62,2680.0,36,1
2,859,859.남산공원 야외식물원 앞,3,2,2,2,292.15,2.63,11350.0,80,1
2,859,859.남산공원 야외식물원 앞,3,2,3,3,239.99,2.67,11519.17,64,1
2,859,859.남산공원 야외식물원 앞,3,2,4,1,122.83,1.24,5347.66,42,0
2,859,859.남산공원 야외식물원 앞,3,2,5,1,118.68,1.29,5550.0,48,0
2,859,859.남산공원 야외식물원 앞,3,1,2,1,54.55,0.45,1940.0,19,1
2,859,859.남산공원 야외식물원 앞,3,1,3,9,697.66,4.83,20817.8,110,1
2,859,859.남산공원 야외식물원 앞,3,1,4,11,1216.68,10.97,47268.23,257,0
2,859,859.남산공원 야외식물원 앞,3,1,5,6,288.85,2.2,9461.09,261,0
2,859,859.남산공원 야외식물원 앞,3,1,0,2,187.17,1.41,6056.74,38,0
2,860,860.LG한강 자이아파트 앞,0,0,3,2,249.89,2.76,11906.33,112,1
2,860,860.LG한강 자이아파트 앞,0,0,4,7,1258.28,10.05,43330.28,364,0
2,860,860.LG한강 자이아파트 앞,0,2,3,2,0.77,0.01,30.0,74,1
2,860,860.LG한강 자이아파트 앞,0,2,4,9,1394.8,12.97,55926.34,447,0
2,860,860.LG한강 자이아파트 앞,0,1,1,3,656.89,5.92,25520.11,169,0
2,860,860.LG한강 자이아파트 앞,0,1,3,8,702.42,6.23,26863.61,301,1
2,860,860.LG한강 자이아파트 앞,0,1,4,5,662.2,4.42,19050.0,153,0
